ID,TITLE,BRAND,RATING,COUNT_OF_RATE,CURRENT_PRICE,SHIPPING_PRICE,TOTAL_PRICE,IMG_URL,ITEM_URL,MAX_RESOLUTION,DISPLAY_PORT,HDMI,DIRECT_X,MODEL,CREATED_TIME
27N-001D-00035,512MB Dell Radeon HD6350 DMS-59 PCI Express 2.0 x16 High Profile Bracket 236x5 Consumer electronics,DELL,0.0,0,92.0,0.0,92.0,https://c1.neweggimages.com/ProductImageCompressAll300/AE7U_1_201709302114136502.jpg,https://www.newegg.com/p/27N-001D-00035,,,,,-013YHSPIO,2023-03-23 10:45:10
27N-001D-00045,Dell X398D ATI Radeon HD3450 256MB Video Card w/Fan Optiplex 390 380 580 960 980 Graphics,DELL,0.0,0,114.0,0.0,114.0,https://c1.neweggimages.com/ProductImageCompressAll300/AE7U_1_201709301531938672.jpg,https://www.newegg.com/p/27N-001D-00045,,,,,00XCGSY3E,2023-03-23 10:45:10
27N-001D-00059,Dell ATI Radeon Hd 3450 Dms-59 256mb Y103d Pcie X16 S-video Graphics Card B629,DELL,0.0,0,114.0,0.0,114.0,https://c1.neweggimages.com/ProductImageCompressAll300/AE7U_1_201709301916291596.jpg,https://www.newegg.com/p/27N-001D-00059,,,,,-00K3WW3UK,2023-03-23 10:45:10
27N-001D-000J7,Dell AMD Radeon HD 7950 3GB 240GBps GDDR5 SDRAM PCIe x16 DVI HDMI Mini-DisplayPort Video Graphics Card 5006K RJKJ9 CN-0RJKJ9 7121B10000G 109-C38637-00 ATI-102-C38601 102C3864200,DELL,0.0,0,424.0,0.0,424.0,https://c1.neweggimages.com/ProductImageCompressAll300/A9AX_131838352455882566bImpQlhXH5.jpg,https://www.newegg.com/dell-amd-radeon-hd-7950/p/27N-001D-000J7,,,,,RJKJ9,2023-03-23 10:45:10
27N-001D-000M0,CN-0NJ0D3 Radeon HD7570 Genuine Dell AMD 1GB GDDR5 128-BIT DVI PCI-E X16 Video Card NJ0D3 PCI-EXPRESS Video Cards - OEM,DELL,0.0,0,53.63,0.0,53.63,https://c1.neweggimages.com/ProductImageCompressAll300/ACTN_1_20181118305367437.jpg,https://www.newegg.com/p/27N-001D-000M0,,,,,CN-0NJ0D3 Radeon,2023-03-23 10:45:10
27N-001D-001N1,Dell FirePro W7000 4GB PCI e 3.0 x2 x DP and DVI HF Graphics Card CHF4P 0CHF4P CN-0CHF4P,DELL,0.0,0,343.0,0.0,343.0,https://c1.neweggimages.com/ProductImageCompressAll300/A9AXS200303eW3io.jpg,https://www.newegg.com/dell-firepro-w7000/p/27N-001D-001N1,,,,,CHF4P-1,2023-03-23 10:45:10
27N-001D-001V6,Dell Radeon HD 8490 Single Fan 1GB GDDR3 7W12P Video Graphic Card GPU - OEM,DELL,0.0,0,32.52,0.0,32.52,https://c1.neweggimages.com/ProductImageCompressAll300/ADFRD210616MNCJ4.jpg,https://www.newegg.com/p/27N-001D-001V6,,,,,7W12P-R,2023-03-23 10:45:10
27N-001D-001Z1,Dell AMD FirePro V4900 High Profile 1GB GDDR5 128 Bit PCI-e Workstation Video Graphic Card C8MR2,DELL,0.0,0,59.46,0.0,59.46,https://c1.neweggimages.com/ProductImageCompressAll300/A9AXS2205190EDLGR60.jpg,https://www.newegg.com/dell-amd-firepro-v4900/p/27N-001D-001Z1,,,,,C8MR2+AA,2023-03-23 10:45:10
27N-001E-00006,Nvidia Quadro FX 2800M 1GB DDR3 SDRAM MXM Video Card,NVIDIA,0.0,0,194.0,0.0,194.0,https://c1.neweggimages.com/ProductImageCompressAll300/AEEN_1_201708291510821478.jpg,https://www.newegg.com/p/27N-001E-00006,,,,,N10E-GLM-B2,2023-03-23 10:45:10
27N-001E-00033,Nvidia Quadro 4000 2GB GDDR5 PCI Express x16 Desktop Video Card,NVIDIA,0.0,0,211.0,0.0,211.0,https://c1.neweggimages.com/ProductImageCompressAll300/AEEN_1_2017091969515888.jpg,https://www.newegg.com/nvidia-quadro-4000/p/27N-001E-00033,,,,,P2007,2023-03-23 10:45:10
27N-001E-00041,Nvidia Quadro 2000 1GB GDDR5 SDRAM PCI Express x16 Desktop Video Card 612952-002,NVIDIA,0.0,0,131.0,0.0,131.0,https://c1.neweggimages.com/ProductImageCompressAll300/AEEN_1_20171025991265323.jpg,https://www.newegg.com/nvidia-quadro-2000/p/27N-001E-00041,,,,,P1232,2023-03-23 10:45:10
27N-001E-00050,New NVidia Quadro FX 4600 768MB GDDR3 DUAL DVI PCI-E Video Graphics Card Dell JP111 0JP111 CN-0JP111,NVIDIA,0.0,0,149.0,0.0,149.0,https://c1.neweggimages.com/ProductImageCompressAll300/A9AX_131693354227209904c1cprkjt77.jpg,https://www.newegg.com/nvidia-quadro-fx-4600/p/27N-001E-00050,,,,,JP111,2023-03-23 10:45:10
27N-001E-00059,DELL OEM NVIDIA GTX 745 4GB TC2P0 DDR3 PCIE 3.0 VIDEO GRAPHICS CARD,NVIDIA,0.0,0,282.0,0.0,282.0,https://c1.neweggimages.com/ProductImageCompressAll300/AE8D_131759712356910459rMJXbMgJ3E.jpg,https://www.newegg.com/p/27N-001E-00059,,,,,TC2P0,2023-03-23 10:45:10
27N-001E-00068,Nvidia  GeForce 8800GT 512MB GDDR3 SDRAM PCI Express x16  Video Card,NVIDIA,0.0,0,201.0,0.0,201.0,https://c1.neweggimages.com/ProductImageCompressAll300/AEEN_1_20200421369041116.jpg,https://www.newegg.com/p/27N-001E-00068,,,,,MP353,2023-03-23 10:45:10
27N-001E-00071,"GIGABYTE GeForce GTX 1070 8GB WINDFORCE OC, GV-N1070WF2OC-8GD Gaming Video Graphics Card",NVIDIA,0.0,0,579.0,0.0,579.0,https://c1.neweggimages.com/ProductImageCompressAll300/AE8D_131980088971011996OdAj9IG1Kv.jpg,https://www.newegg.com/p/27N-001E-00071,,,,,GV-N1070WF2OC-8GD,2023-03-23 10:45:10
27N-001F-00003,"""E-buy World"" New MSI AMD Radeon R9 380 Gaming 4GB GDDR5 2DVI/HDMI pci-e Video Card Graphics",,0.0,0,498.0,0.0,498.0,https://c1.neweggimages.com/ProductImageCompressAll300/A6UM_1309152477740450074lMEyKS7Cv.jpg,https://www.newegg.com/p/27N-001F-00003,,,,,YBSCHVCA1006,2023-03-23 10:45:10
27N-001V-00002,BARCO MXRT-5200 512MB PCIE DVI-I Medical Graphics Card,Barco,0.0,0,303.0,0.0,303.0,https://c1.neweggimages.com/ProductImageCompressAll300/ADA5_131381313507405100sPgPStiPzK.jpg,https://www.newegg.com/ati-firegl-barco-mxrt-5200/p/27N-001V-00002,3280 x 2048,,,,K9305017.,2023-03-23 10:45:10
27N-001V-00003,Barco MXRT-7500 Quad Head PCIe Display Controller Medical Video Graphics Card K9306037 MXRT 7500,Barco,0.0,0,503.0,0.0,503.0,https://c1.neweggimages.com/ProductImageCompressAll300/AE8D_1316857064667073715oHUtfOkIX.jpg,https://www.newegg.com/p/27N-001V-00003,,,,,K93060377,2023-03-23 10:45:10
27N-001V-00015,New Barco® MXRT-7600 8GB Quad Head PCIe Graphic Card (K9306044),Barco,0.0,0,694.0,0.0,694.0,https://c1.neweggimages.com/ProductImageCompressAll300/ADA5_131992222468319576R53xWtJ9MN.jpg,https://www.newegg.com/p/27N-001V-00015,,4 x Display Port (DP) 1.2,,,K9306044-NEW,2023-03-23 10:45:10
27N-001V-00018,New Barco® MXRT-5600 4GB Quad Head Graphic Card (K9306043),Barco,0.0,0,699.0,0.0,699.0,https://c1.neweggimages.com/ProductImageCompressAll300/ADA5_1319922193607179939qemGFrvy4.jpg,https://www.newegg.com/p/27N-001V-00018,,4 x DisplayPort,,,K9306043-NEW,2023-03-23 10:45:10
27N-001V-00021,New Barco® MXRT-5400 1GB PCIe Triple Head Graphic Card (K9305036),Barco,4.0,1,210.0,0.0,210.0,https://c1.neweggimages.com/ProductImageCompressAll300/ADA5_131992215330454580u7drTikE67.jpg,https://www.newegg.com/p/27N-001V-00021,,2 x DisplayPort,,,K9305036-NEW,2023-03-23 10:45:10
27N-0022-000A5,"GIGABYTE Radeon RX 6700 XT GAMING OC 12G Graphics Card, WINDFORCE 3X Cooling System, 12GB 192-bit GDDR6, GV-R67XTGAMING OC-12GD Video Card",GIGABYTE,0.0,0,505.99,49.99,555.98,https://c1.neweggimages.com/ProductImageCompressAll300/ARA8S21040624kPs.jpg,https://www.newegg.com/gigabyte-radeon-rx-6700-xt-gv-r67xtgaming-oc-12gd/p/27N-0022-000A5,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GIGABYTE Radeon RX 6700 XT,2023-03-23 10:45:10
27N-0022-000B2,GIGABYTE GeForce RTX 2060 UDV OC D6 6GB (JC Hyun),GIGABYTE,0.0,0,695.0,0.0,695.0,https://c1.neweggimages.com/ProductImageCompressAll300/AUYWS210608WYu28.jpg,https://www.newegg.com/p/27N-0022-000B2,,,,,GIGABYTE GeForce RTX 2060 UDV OC D6 6GB,2023-03-23 10:45:10
27N-0022-000B6,GIGABYTE GeForce RTX 3080 Gaming OC V2 D6X 10GB,GIGABYTE,0.0,0,1290.0,0.0,1290.0,https://c1.neweggimages.com/ProductImageCompressAll300/AUYWS210614F9RMQ.jpg,https://www.newegg.com/p/27N-0022-000B6,,,,,GIGABYTE GeForce RTX 3080 Gaming OC D6X,2023-03-23 10:45:10
27N-0022-000B7,GIGABYTE AORUS Xtreme RTX 3090 D6X 24GB,GIGABYTE,0.0,0,4424.0,0.0,4424.0,https://c1.neweggimages.com/ProductImageCompressAll300/AUYWS210614gNhnt.jpg,https://www.newegg.com/p/27N-0022-000B7,,,,,GIGABYTE AORUS Xtreme RTX 3090 D6X 24GB,2023-03-23 10:45:10
27N-0022-000B8,GIGABYTE GeForce RTX 3070 Gaming OC D6 8GB (JCH),GIGABYTE,0.0,0,849.0,0.0,849.0,https://c1.neweggimages.com/ProductImageCompressAll300/AUYWS210614dLIF4.jpg,https://www.newegg.com/p/27N-0022-000B8,,,,,GIGABYTE GeForce RTX 3070 Gaming OC D6 8,2023-03-23 10:45:10
27N-0022-000C1,"GIGABYTE Radeon RX 6700 XT GAMING OC 12G Graphics Card, WINDFORCE 3X Cooling System, 12GB 192-bit GDDR6, GV-R67XTGAMING OC-12GD Video Card",GIGABYTE,0.0,0,505.99,49.99,555.98,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD210521Z6HYS.jpg,https://www.newegg.com/p/27N-0022-000C1,,,,,WBHAMD1-6,2023-03-23 10:45:10
27N-0022-000C2,"GIGABYTE AORUS Radeon RX 6900 XT Master 16G Graphics Card, MAX-Covered Cooling, 16GB 256-bit GDDR6, GV-R69XTAORUS M-16GD Video Card",GIGABYTE,0.0,0,2354.0,49.99,2403.99,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVD210622A6VW4.jpg,https://www.newegg.com/p/27N-0022-000C2,,,,,WBHAMD1-24,2023-03-23 10:45:10
27N-0022-000C5,"GIGABYTE AORUS Radeon RX 6700 XT ELITE 12G Graphics Card, WINDFORCE 3X Cooling System, 12GB 192-bit GDDR6, GV-R67XTAORUS E-12GD Video Card",GIGABYTE,0.0,0,569.99,49.99,619.98,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD2105216M0IV.jpg,https://www.newegg.com/p/27N-0022-000C5,,,,,WBHAMD1-5,2023-03-23 10:45:10
27N-0022-000E1,GIGABYTE AORUS GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TAORUS M-8GD,GIGABYTE,0.0,0,768.99,49.99,818.98,https://c1.neweggimages.com/ProductImageCompressAll300/APMXD210810100SH4.jpg,https://www.newegg.com/p/27N-0022-000E1,,,,,XLR-22,2023-03-23 10:45:10
27N-0022-000E4,"GIGABYTE Radeon RX 6600 XT GAMING OC 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 128-bit GDDR6, GV-R66XTGAMING OC-8GD Video Card",GIGABYTE,5.0,2,464.99,0.0,464.99,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVD210823H216T.jpg,https://www.newegg.com/p/27N-0022-000E4,,,,,THAMD-15,2023-03-23 10:45:10
27N-0022-000E5,"GIGABYTE Radeon RX 6600 XT GAMING OC PRO 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 128-bit GDDR6, GV-R66XTGAMINGOC PRO-8GD Video Card",GIGABYTE,0.0,0,480.99,49.99,530.98,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVD210823H206R.jpg,https://www.newegg.com/p/27N-0022-000E5,,,,,THAMD-14,2023-03-23 10:45:10
27N-0022-000E6,"GIGABYTE Radeon RX 6600 XT EAGLE 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 128-bit GDDR6, GV-R66XTEAGLE-8GD Video Card",GIGABYTE,0.0,0,414.99,49.99,464.98,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVD210823KHMQ6.jpg,https://www.newegg.com/p/27N-0022-000E6,,,,,6600XT-1,2023-03-23 10:45:10
27N-0022-000E8,"GIGABYTE Radeon RX 6600 XT GAMING OC 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 128-bit GDDR6, GV-R66XTGAMING OC-8GD Video Card",GIGABYTE,0.0,0,464.99,0.0,464.99,https://c1.neweggimages.com/ProductImageCompressAll300/APMXS210824TXf6i.jpg,https://www.newegg.com/p/27N-0022-000E8,,,,,XLR-39,2023-03-23 10:45:10
27N-0022-000F0,Gigabyte GeForce RTX 3080 TURBO 10Gb GV-N3080TURBO-10GD GDDR6X Video Graphics card,GIGABYTE,0.0,0,1290.0,0.0,1290.0,https://c1.neweggimages.com/ProductImageCompressAll300/AE8DS2109082B5BB.jpg,https://www.newegg.com/p/27N-0022-000F0,,,,,GV-N3080TURBO-10GD,2023-03-23 10:45:10
27N-0022-000F9,"GIGABYTE Radeon RX 6600 EAGLE 8G Graphics Card, 8GB 128-bit GDDR6, Support PCI Express 4.0,2×HDMI Interface, 2×DisplayPort Interface",GIGABYTE,0.0,0,335.99,49.99,385.98,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES21120604S2M99A.jpg,https://www.newegg.com/gigabyte-radeon-rx-6600-gv-r66eagle-8gd/p/27N-0022-000F9,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GIGABYTE Radeon RX 6600 EAGLE 8G,2023-03-23 10:45:10
27N-0022-000G1,"GIGABYTE Radeon RX 6700 XT GAMING OC 12G Graphics Card, 12GB 192-bit GDDR6, Support PCI Express 4.0,WINDFORCE 3X Cooling System,2×HDMI Interface, 2×DisplayPort Interface",GIGABYTE,0.0,0,648.0,0.0,648.0,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES21120606I7DV84.jpg,https://www.newegg.com/gigabyte-radeon-rx-6700-xt-gv-r67xtgaming-oc-12gd/p/27N-0022-000G1,7680 x 4320,2 x DisplayPort 1.4a,3 x HDMI 2.1,,GIGABYTE Radeon RX 6700 XT GAMING OC 12G,2023-03-23 10:45:10
27N-0022-000G2,GIGABYTE Radeon RX 6800 XT Gaming OC D6 16GB/ South Korea,GIGABYTE,0.0,0,3383.0,0.0,3383.0,https://c1.neweggimages.com/ProductImageCompressAll300/AUYWS211208056D44F1.jpg,https://www.newegg.com/p/27N-0022-000G2,,,,,GIGABYTE Radeon RX 6800 XT,2023-03-23 10:45:10
27N-0022-000G4,GIGABYTE GeForce RTX 3090 Gaming OC D6X 24GB/ South Korea,GIGABYTE,0.0,0,6568.0,0.0,6568.0,https://c1.neweggimages.com/ProductImageCompressAll300/AUYWS21120806VY18F3.jpg,https://www.newegg.com/p/27N-0022-000G4,,,,,GIGABYTE GeForce RTX 3090,2023-03-23 10:45:10
27N-0022-000G7,GIGABYTE GeForce GT730 UD2 D5 2GB Mini Mi South Korea,GIGABYTE,0.0,0,253.97,0.0,253.97,https://c1.neweggimages.com/ProductImageCompressAll300/AUYWS2112080805UE8D.jpg,https://www.newegg.com/p/27N-0022-000G7,,,,,GIGABYTE GeForce GT730 UD2 D5 2GB,2023-03-23 10:45:10
27N-0022-000H0,GIGABYTE GeForce RTX 3060 Ti EAGLE V2 D6 8GB South Korea,GIGABYTE,0.0,0,2294.0,0.0,2294.0,https://c1.neweggimages.com/ProductImageCompressAll300/AUYWS21120809UTO373.jpg,https://www.newegg.com/p/27N-0022-000H0,,,,,GIGABYTE GeForce RTX 3060 Ti EAGLE V2 D6,2023-03-23 10:45:10
27N-0022-000H1,GIGABYTE GeForce RTX 3080 Ti VISION OC D6X 12GB South Korea,GIGABYTE,0.0,0,3957.0,0.0,3957.0,https://c1.neweggimages.com/ProductImageCompressAll300/AUYWS2112080AMCNPCB.jpg,https://www.newegg.com/p/27N-0022-000H1,,,,,GIGABYTE GeForce RTX 3080 Ti VISION,2023-03-23 10:45:10
27N-0022-000J9,"GIGABYTE Radeon RX 6500 XT EAGLE 4G Graphics Card, 4GB 64-bit GDDR6, Support PCI Express 4.0,1 x HDMI, 1 x DisplayPort",GIGABYTE,0.0,0,245.99,0.0,245.99,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2203240GXOC8BA.jpg,https://www.newegg.com/gigabyte-radeon-rx-6500-xt-rx-6500-xt-eagle-4g/p/27N-0022-000J9,7680 x 4320,1 x DisplayPort 1.4a,1 x HDMI 2.1,,GIGABYTE Radeon RX 6500 XT EAGLE 4G,2023-03-23 10:45:10
27N-0022-000K0,GIGABYTE Gaming OC Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-R665XTGAMING OC-8GD,GIGABYTE,0.0,0,629.99,0.0,629.99,https://c1.neweggimages.com/ProductImageCompressAll300/AXMKS2205110I8DDK76.jpg,https://www.newegg.com/p/27N-0022-000K0,,,,,GV-R665XTGAMING OC,2023-03-23 10:45:10
27N-0023-000S4,MSI RX 570 GAMING X 4G Radeon RX 570 Graphic Card - 1.24 GHz Core - 1.29 GHz Boost Clock - 4 GB GDDR5,MSI,0.0,0,763.99,0.0,763.99,https://c1.neweggimages.com/ProductImageCompressAll300/A98Y_1_201805211138280881.jpg,https://www.newegg.com/p/27N-0023-000S4,,Yes,Yes,,R570GX4,2023-03-23 10:45:10
27N-0023-000W3,MSI Radeon RX Vega 56 DirectX 12 Vega 56 AIR BOOST 8G 8GB 2048-Bit HBM2 PCI Express x16 HDCP Ready CrossFireX Support Video Card,MSI,0.0,0,585.0,0.0,585.0,https://c1.neweggimages.com/ProductImageCompressAll300/A73M_131899346494694642SxJVQL9Yaj.jpg,https://www.newegg.com/msi-radeon-rx-vega-56-vega-56-air-boost-8g/p/27N-0023-000W3,,3 x DisplayPort,1 x HDMI,,M*Vega 56 AIR BOOST,2023-03-23 10:45:10
27N-0023-00159,"MSI Radeon RX Vega 56 Air Boost 8G OC Graphics Card, CrossFire and VR Ready",MSI,0.0,0,585.0,0.0,585.0,https://c1.neweggimages.com/ProductImageCompressAll300/AGY9_1320739735622006276oPojvncw8.jpg,https://www.newegg.com/amd-radeon-rx-vega-56/p/27N-0023-00159,,,,,EB-VideoC46-7.12,2023-03-23 10:45:10
27N-0023-001E6,MSI Radeon RX 6700 XT DirectX 12 Ultimate RX 6700 XT MECH 2X 12G OC 12GB 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card,MSI,0.0,0,515.99,49.99,565.98,https://c1.neweggimages.com/ProductImageCompressAll300/ARA8S210406Vc27s.jpg,https://www.newegg.com/msi-radeon-rx-6700-xt-rx-6700-xt-mech-2x-12g-oc/p/27N-0023-001E6,,,,,MSI Radeon RX 6700 XT DirectX 12,2023-03-23 10:45:10
27N-0023-001E7,MSI Radeon RX 6700 XT DirectX 12 Ultimate RX 6700 XT MECH 2X 12G 12GB 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card,MSI,0.0,0,514.99,49.99,564.98,https://c1.neweggimages.com/ProductImageCompressAll300/ARA8S2104068SSxR.jpg,https://www.newegg.com/msi-radeon-rx-6700-xt-rx-6700-xt-mech-2x-12g/p/27N-0023-001E7,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,MSI Radeon RX 6700 XT DirectX 12 Ultimat,2023-03-23 10:45:10
27N-0023-001T1,MSI Mech Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 x16 Video Card RX 6700 XT MECH 2X 12G OC,MSI,0.0,0,515.99,49.99,565.98,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD210607VUYVL.jpg,https://www.newegg.com/p/27N-0023-001T1,,,,,WBHAMD1-8,2023-03-23 10:45:10
27N-0023-001T5,MSI Mech Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 x16 Video Card RX 6700 XT MECH 2X 12G,MSI,0.0,0,489.94,0.0,489.94,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD2106071XVII.jpg,https://www.newegg.com/p/27N-0023-001T5,,,,,WBH2-16,2023-03-23 10:45:10
27N-0023-001V3,MSI Mech Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card RX 6600 XT MECH 2X 8G OC,MSI,0.0,0,389.99,49.99,439.98,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVD210823KHN9T.jpg,https://www.newegg.com/p/27N-0023-001V3,,,,,6600XT-2,2023-03-23 10:45:10
27N-0023-001V5,MSI Mech Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card RX 6600 XT MECH 2X 8G OC,MSI,0.0,0,449.99,0.0,449.99,https://c1.neweggimages.com/ProductImageCompressAll300/APMXS210824tCPkg.jpg,https://www.newegg.com/p/27N-0023-001V5,,,,,XLR-38,2023-03-23 10:45:10
27N-0023-001Z0,MSI Gaming (MSI) Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 ATX Video Card RX 7900 XTX GAMING TRIO CLASSIC 24G,MSI,0.0,0,1449.0,49.99,1498.99,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2302100CNTU8B8.jpg,https://www.newegg.com/msi-radeon-rx-7900-xtx-rx-7900-xtx-gaming-trio-classic-24g/p/27N-0023-001Z0,7680 x 4320,3 x DisplayPort 2.1,1 x HDMI 2.1,,RX 7900 XTX 24GB,2023-03-23 10:45:10
27N-0024-00149,"EVGA GeForce RTX 3080 Ti FTW3 Ultra Gaming, 12G-P5-3967-KR, 12GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate",EVGA,0.0,0,1530.0,0.0,1530.0,https://c1.neweggimages.com/ProductImageCompressAll300/AG7RS2204190HXHKU6A.jpg,https://www.newegg.com/p/27N-0024-00149,,,,,EVGA 12G-P5-3967-KR##,2023-03-23 10:45:10
27N-002J-00006,"Biostar Gaming Radeon RX 550 2GB GDDR5 128-Bit DirectX 12 PCI Express 3.0 DVI-D Dual Link, HDMI, DisplayPort",Biostar,5.0,3,101.72,0.0,101.72,https://c1.neweggimages.com/ProductImageCompressAll300/A23XS20050713GXN.jpg,https://www.newegg.com/biostar-radeon-rx-550-va5505rf21/p/27N-002J-00006,,1 x DisplayPort 1.4,1 x HDMI,,VA5505RF21,2023-03-23 10:45:10
27N-002J-00007,"Biostar Gaming Radeon RX 550 4GB GDDR5 128-Bit DirectX 12 PCI Express 3.0 DVI-D Dual Link, HDMI, DisplayPort",Biostar,3.5,20,108.78,0.0,108.78,https://c1.neweggimages.com/ProductImageCompressAll300/A23XS200507tnmOi.jpg,https://www.newegg.com/biostar-radeon-rx-550-va5505rf41/p/27N-002J-00007,,1 x DisplayPort 1.4,1 x HDMI,,VA5505RF41,2023-03-23 10:45:10
27N-002J-00013,"Biostar AMD RX550 128-Bit 4GB GDDR5 Graphic Card with fan Support DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,CSGO,Apex etc.",Biostar,0.0,0,362.58,0.0,362.58,https://c1.neweggimages.com/ProductImageCompressAll300/A4RE_1319942573373592877dbvPDcpjO.jpg,https://www.newegg.com/p/27N-002J-00013,,1 x DisplayPort,1 x HDMI,,BIOSTAR RX550-4G,2023-03-23 10:45:10
27N-002J-00014,"Biostar OC Gaming Radeon RX 560 4GB GDDR5 128-Bit DirectX 12 PCI Express 3.0 x16, DVI-D Dual Link, HDMI, DisplayPort and Vortex Cooling Fan",Biostar,4.7,3,229.0,0.0,229.0,https://c1.neweggimages.com/ProductImageCompressAll300/A23X_132094516151957137PR6lIdWkRD.jpg,https://www.newegg.com/biostar-radeon-rx-560-gaming/p/27N-002J-00014,4096 x 2160 (DisplayPort),1 x DisplayPort 1.4,,,VA56C5RF41,2023-03-23 10:45:10
27N-002J-00025,BioStar Radeon RX 7900 XT 20GB 320bit GDDR6 2DP HDMI Type-C AMD RDNA 3 PCI Express 4.0 Video Card Graphics Accelerator RX7900XT VA7906XE00,Biostar,5.0,1,899.0,0.0,899.0,https://c1.neweggimages.com/ProductImageCompressAll300/BFJRS22121405U4SG06.jpg,https://www.newegg.com/biostar-rx7900xt/p/27N-002J-00025,,,,,VA7906XE00,2023-03-23 10:45:10
27N-002V-00002,Matrox M9138 Low-Profile PCIe x16 Graphic Display Card,matrox,0.0,0,288.0,0.0,288.0,https://c1.neweggimages.com/ProductImageCompressAll300/AE7U_1_201709301315822256.jpg,https://www.newegg.com/p/27N-002V-00002,,,,,MAM91381024,2023-03-23 10:45:10
27N-002Y-00003,NEC FirePro W4100 Graphics Card,NEC Display Solutions,0.0,0,159.0,0.0,159.0,https://c1.neweggimages.com/ProductImageCompressAll300/AE7U_1_201709301309907576.jpg,https://www.newegg.com/p/27N-002Y-00003,,,,,NEMDAW4100,2023-03-23 10:45:10
27N-003A-00001,CORN AMD Radeon RX 570 Graphic Card Video Card GPU 4GB 256-Bit GDDR5 PCI Express x16 HDCP DirectX12 DVI-D/DP/HDMI,Corn Electronics,0.0,0,99.99,0.0,99.99,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2208090HIXK652.jpg,https://www.newegg.com/p/27N-003A-00001,7680 x 4320,1 x DisplayPort,,,DZ-XK-007,2023-03-23 10:45:10
27N-003A-00002,CORN AMD Radeon HD6450 2GB 64Bit GDDR3 Graphic Card Video Card GPU DirectX 11 PCI Express 2.1 16X DVI-D/VGA/HDMI,Corn Electronics,4.5,2,64.48,0.0,64.48,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2208090H58N650.jpg,https://www.newegg.com/p/27N-003A-00002,1920*1080*60Hz,,1 x HDMI,,DZ-XK-009,2023-03-23 10:45:10
27N-003A-00004,CORN AMD Radeon RX560D 4GB 128Bit GDDR5 Graphic Card Video Card GPU DirectX 12 PCI Express3.0 x16 DVI-D/DP/HDMI,Corn Electronics,0.0,0,369.42,0.0,369.42,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2208080HZFZA59.jpg,https://www.newegg.com/p/27N-003A-00004,,1 x DisplayPort,1 x HDMI,,DZ-XK-012,2023-03-23 10:45:10
27N-003A-00005,"CORN AMD RX560 128-Bit 4GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",Corn Electronics,2.7,9,117.6,0.0,117.6,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2208090FP1YPE3.jpg,https://www.newegg.com/p/27N-003A-00005,,1 x DisplayPort,1 x HDMI,,DZ-XK-019-RX560-4G,2023-03-23 10:45:10
